NUM_CONDITIONAL,NUM_SWITCH,NUM_TYPE_ACCESS,NUM_INVOCATION,NUM_IF,NUM_ASSIGN,NUM_TYPED_ELEMENTS,NUM_VAR_ACCESS,NUM_FIELD_ACCESS,NUM_LOCAL,NUM_PACKAGE,LOC_CANDIDATE,LOC_RATIO,CON_CONDITIONAL,CON_SWITCH,CON_TYPE_ACCESS,CON_INVOCATION,CON_IF,CON_ASSIGN,CON_TYPED_ELEMENTS,CON_VAR_ACCESS,CON_FIELD_ACCESS,CON_LOCAL,CON_PACKAGE,VAR_ACCESS_COUPLING,VAR_ACCESS_COUPLING_2,VAR_ACCESS_COHESION,VAR_ACCESS_COHESION_2,FIELD_ACCESS_COUPLING,FIELD_ACCESS_COUPLING_2,FIELD_ACCESS_COHESION,FIELD_ACCESS_COHESION_2,INVOCATION_COUPLING,INVOCATION_COHESION,TYPE_ACCESS_COUPLING,TYPE_ACCESS_COUPLING_2,TYPE_ACCESS_COHESION,TYPE_ACCESS_COHESION_2,PACKAGE_COUPLING,PACKAGE_COUPLING_2,PACKAGE_COHESION,PACKAGE_COHESION_2
0,0,7,8,2,1,56,19,4,4,83,26,0.30952380952381,0,0,8,38,3,17,161,62,2,10,261,1,1,0.333333333333333,0.333333333333333,1,0,0.666666666666667,0,1,0.333333333333333,0.583333333333333,0,0.666666666666667,0,1,1,0.333333333333333,0.666666666666667
0,0,7,10,3,0,43,10,0,3,92,14,0.368421052631579,0,0,4,7,5,1,54,19,2,4,76,1,0.5,0.333333333333333,0.333333333333333,0,0,0,0,1,0.333333333333333,1,0,0.333333333333333,0,1,0,0.666666666666667,0
0,0,20,18,3,1,105,30,23,2,114,16,0.275862068965517,0,0,8,33,3,8,149,56,7,17,148,1,1,0.333333333333333,0.333333333333333,1,1,0.333333333333333,0.333333333333333,1,0.333333333333333,1,0.833333333333333,0.666666666666667,0.666666666666667,0.8,0.782608695652174,0.333333333333333,0.666666666666667
0,0,4,1,3,0,18,8,3,1,38,13,0.099236641221374,0,0,27,104,28,17,460,179,20,19,973,1,0,0.25,0,1,0,0.5,0,0.5,0.25,1,0,0.75,0,0.5,0.031111111111111,0.25,1
0,0,10,20,8,4,103,37,5,7,158,39,0.928571428571429,0,0,3,3,0,0,20,10,2,3,56,1,1,0.333333333333333,0.333333333333333,1,0,0.333333333333333,0,1,0.333333333333333,1,1,0.333333333333333,0.333333333333333,1,0,0.333333333333333,0
0,0,1,10,1,0,41,19,1,4,153,18,0.126760563380282,0,0,17,64,33,26,395,152,16,23,571,1,1,0.166666666666667,0.166666666666667,1,0,0.166666666666667,0,1,0.166666666666667,1,0,0.166666666666667,0,1,0.32258064516129,0.166666666666667,0.666666666666667
0,0,3,15,7,6,98,38,0,8,196,35,0.625,0,0,3,9,5,4,59,22,2,5,94,1,1,0.111111111111111,0.111111111111111,0,0,0,0,1,0.111111111111111,1,0,0.111111111111111,0,1,1,0.111111111111111,0.333333333333333
0,0,6,5,4,0,60,27,0,1,219,15,0.394736842105263,0,0,8,14,3,6,73,27,4,7,131,1,0,0.75,0,0,0,0,0,1,0.25,1,0,0.25,0,1,0,0.75,0
0,0,8,14,3,6,74,27,4,7,134,25,0.480769230769231,0,0,14,14,6,6,101,34,4,9,179,1,0.6,0.090909090909091,0.090909090909091,1,0.5,0.090909090909091,0.090909090909091,1,0.090909090909091,1,0,0.181818181818182,0,1,0.555555555555556,0.181818181818182,0.090909090909091
2,0,8,38,11,4,174,69,3,15,474,57,0.459677419354839,1,0,6,30,19,12,200,73,5,14,275,1,0.578947368421053,0.357142857142857,0.5,1,0,0.071428571428572,0,1,0.285714285714286,1,1,0.142857142857143,0.071428571428572,1,0,0.571428571428571,0
0,0,6,20,15,12,165,67,0,14,303,71,0.724489795918367,0,0,5,13,7,6,81,32,4,7,114,1,1,0.266666666666667,0.2,0,0,0,0,1,0.133333333333333,1,1,0.133333333333333,0.133333333333333,1,1,0.133333333333333,0.266666666666667
1,0,6,9,5,3,66,22,13,4,83,24,0.311688311688312,0,0,10,30,16,8,161,64,10,9,248,1,1,0.75,0.25,1,1,0.25,0.5,1,0.25,1,0,0.5,0,1,0.875,0.25,0.25
0,0,3,5,3,0,37,14,2,4,82,20,0.5,1,1,7,11,1,2,63,29,11,4,238,1,0,1,0,1,0,0.333333333333333,0,1,0.333333333333333,1,0,0.333333333333333,0,0.206896551724138,0,1,0
0,0,1,5,1,0,26,12,0,4,108,10,0.333333333333333,1,1,7,11,1,2,63,29,11,4,238,1,0.5,0.333333333333333,0.333333333333333,0,0,0,0,1,0.333333333333333,1,0,0.333333333333333,0,0.59375,0,1,0
1,1,7,11,1,2,70,29,11,4,238,22,0.758620689655172,0,0,3,3,2,0,24,11,0,1,83,1,1,0.8,0.6,1,1,0.6,0.2,1,0.2,1,0,1,0,0.894736842105263,0,1,0
0,0,5,3,0,1,25,7,3,2,37,8,0.5,0,0,1,12,0,0,33,15,0,3,56,1,0,0.333333333333333,0,1,0,0.333333333333333,0,1,0.333333333333333,1,0,0.333333333333333,0,1,0,0.333333333333333,0
0,0,11,18,4,1,93,34,10,8,158,33,0.611111111111111,0,0,11,13,1,1,61,21,8,7,133,1,0.5,0.333333333333333,0.333333333333333,1,0,0.166666666666667,0,1,0.333333333333333,1,0.875,0.166666666666667,0.5,1,0.818181818181818,0.333333333333333,0.333333333333333
0,0,20,17,4,0,115,41,16,7,225,38,0.644067796610169,0,0,11,13,1,1,61,21,8,7,133,1,0.666666666666667,0.5,0.75,1,1,0.25,0.25,1,0.5,1,0.857142857142857,0.25,0.75,1,1,0.25,0.25
0,0,4,1,0,2,15,3,3,0,15,4,0.333333333333333,0,0,12,2,1,3,36,10,10,0,44,0.5,0.4,0.333333333333333,0.666666666666667,0.5,0.4,0.333333333333333,0.666666666666667,1,0.333333333333333,1,0,0.333333333333333,0,1,0,0.333333333333333,0
0,0,11,9,5,0,57,21,2,2,124,16,0.842105263157895,0,0,6,4,0,0,19,4,1,2,33,1,1,0.666666666666667,0.333333333333333,1,0,0.333333333333333,0,1,0.333333333333333,1,1,0.666666666666667,0.333333333333333,1,0.966666666666667,0.666666666666667,1
0,0,10,19,3,0,72,27,5,7,139,24,0.705882352941176,0,0,6,7,0,0,22,7,4,0,47,1,1,0.25,0.25,1,0,0.25,0,1,0.25,1,1,0.25,0.25,1,0.89041095890411,0.25,0.5
0,0,3,13,2,0,41,15,2,3,102,11,0.323529411764706,0,0,6,29,4,0,82,26,2,7,155,1,1,0.5,0.333333333333333,1,0.5,0.166666666666667,0.166666666666667,1,0.166666666666667,1,0.4,0.166666666666667,0.333333333333333,1,1,0.166666666666667,0.166666666666667
0,0,2,8,0,0,28,11,0,5,75,10,0.333333333333333,0,0,6,20,4,0,66,24,2,5,184,1,1,0.333333333333333,0.666666666666667,0,0,0,0,1,0.333333333333333,1,0.2,0.333333333333333,0.333333333333333,1,0,1,0
0,0,2,8,0,0,28,11,0,5,75,10,0.303030303030303,0,0,6,29,4,0,82,26,2,7,155,1,1,0.333333333333333,0.666666666666667,0,0,0,0,1,0.333333333333333,1,0.2,0.333333333333333,0.333333333333333,1,0,1,0
0,0,12,15,2,0,72,26,12,0,119,21,0.84,0,0,0,7,0,0,16,8,0,1,44,1,0.777777777777778,0.1,1,1,0,0.1,0,1,0.2,1,0,1,0,1,0,0.4,0
0,0,2,6,1,0,26,7,1,2,41,11,0.478260869565217,0,0,6,4,1,1,38,15,3,4,73,1,1,0.5,0.25,1,0,0.25,0,1,0.25,1,0.5,0.25,0.25,1,0.8,0.5,0.75
0,0,2,6,1,2,29,14,0,1,70,12,0.705882352941176,0,0,12,3,0,2,32,12,9,2,49,1,0.75,0.857142857142857,0.285714285714286,0,0,0,0,1,0.142857142857143,1,0,0.142857142857143,0,1,0,0.142857142857143,0
0,0,4,12,2,1,30,10,0,1,68,10,0.188679245283019,0,0,14,18,6,2,127,48,13,8,237,1,1,0.6,0.6,0,0,0,0,1,0.4,1,0.5,0.4,0.4,0.227272727272727,0,1,0
0,0,3,3,1,1,25,10,3,2,51,8,0.421052631578947,0,0,5,5,1,5,45,21,6,2,75,1,1,0.5,0.5,1,1,0.5,0.25,1,0.25,0.6,0,0.75,0,1,0,0.75,0
0,0,3,3,1,1,25,10,3,2,51,8,0.727272727272727,0,0,3,3,0,1,16,6,1,1,33,1,1,0.5,0.5,1,1,0.5,0.25,1,0.25,1,0,0.75,0,1,0,0.75,0
0,0,6,16,9,0,58,14,4,1,77,28,0.608695652173913,0,0,6,23,3,0,72,32,7,6,174,1,1,0.222222222222222,0.111111111111111,1,0,0.111111111111111,0,1,0.111111111111111,1,0,0.111111111111111,0,1,1,0.333333333333333,0.111111111111111
0,0,14,23,4,2,108,39,22,5,186,30,0.857142857142857,0,0,2,4,1,0,18,6,3,0,30,1,1,0.285714285714286,0.571428571428571,1,0,0.571428571428571,0,1,0.285714285714286,1,0,0.857142857142857,0,0.932432432432432,0,1,0
0,0,1,5,0,0,12,5,1,1,21,5,0.5,0,0,3,4,1,0,24,10,2,1,67,1,0,0.75,0,1,0,0.25,0,1,0.25,1,0,0.25,0,1,0.444444444444444,1,0.75
0,0,11,33,9,8,156,64,24,6,202,51,0.796875,0,0,6,8,1,0,34,9,1,4,69,1,1,0.333333333333333,0.333333333333333,1,1,0.333333333333333,0.333333333333333,1,0.333333333333333,1,0,0.333333333333333,0,1,1,0.333333333333333,0.333333333333333
0,0,6,13,3,3,58,20,5,6,86,26,0.666666666666667,0,0,6,8,1,0,34,9,1,4,69,1,1,0.25,0.25,1,0.5,0.25,0.25,1,0.25,1,0.666666666666667,0.25,0.5,1,0.731707317073171,0.25,0.5
0,0,1,2,1,0,15,5,1,1,23,6,0.545454545454545,0,0,1,4,1,0,15,6,0,1,30,1,1,0.333333333333333,0.333333333333333,1,0,0.333333333333333,0,1,0.333333333333333,1,0,0.333333333333333,0,1,0.580645161290323,0.333333333333333,0.666666666666667
0,0,2,6,1,1,34,13,2,1,92,9,0.209302325581395,0,0,9,41,5,3,134,51,14,6,222,1,0.666666666666667,0.6,0.4,0.666666666666667,0,0.4,0,1,0.2,1,0,0.4,0,1,0,0.8,0
0,0,39,43,6,6,230,67,32,8,293,58,0.852941176470588,0,0,13,15,1,2,56,19,14,2,85,1,0,0.25,0,1,0,0.166666666666667,0,1,0.25,1,1,0.166666666666667,0.166666666666667,1,0,0.25,0
0,0,1,2,1,0,12,4,1,2,13,8,0.266666666666667,0,0,36,33,1,0,119,45,23,1,301,1,0.5,0.666666666666667,0.333333333333333,0.5,0,0.333333333333333,0,1,0.333333333333333,0.090909090909091,0,0.333333333333333,0,0.214285714285714,0.068181818181818,0.333333333333333,0.333333333333333
0,0,7,3,2,0,25,4,4,0,18,8,0.8,0,0,3,4,0,0,12,5,2,0,24,1,0,0.666666666666667,0,1,0,0.666666666666667,0,1,0.333333333333333,1,0.666666666666667,0.333333333333333,1,1,0.6,0.333333333333333,1
0,0,1,2,0,1,12,4,1,2,13,6,0.214285714285714,0,0,36,33,1,0,119,45,23,1,301,1,0.5,0.666666666666667,0.333333333333333,0.5,0,0.333333333333333,0,1,0.333333333333333,0.090909090909091,0,0.333333333333333,0,0.214285714285714,0.069230769230769,0.333333333333333,0.333333333333333
0,0,1,2,0,1,12,4,1,2,13,6,0.214285714285714,0,0,36,33,1,0,119,45,23,1,301,1,0.5,0.666666666666667,0.333333333333333,0.5,0,0.333333333333333,0,1,0.333333333333333,0.090909090909091,0,0.333333333333333,0,0.214285714285714,0.069230769230769,0.333333333333333,0.333333333333333
0,0,2,5,3,2,41,12,2,3,26,17,0.435897435897436,0,0,36,33,1,0,119,45,23,1,301,1,0.75,0.6,0.2,0.666666666666667,0,0.4,0,1,0.2,0.166666666666667,0,0.4,0,0.416666666666667,0.133802816901408,0.4,0.4
0,0,1,2,1,0,12,4,1,2,13,8,0.266666666666667,0,0,36,33,1,0,119,45,23,1,301,1,0.5,0.666666666666667,0.333333333333333,0.5,0,0.333333333333333,0,1,0.333333333333333,0.090909090909091,0,0.333333333333333,0,0.214285714285714,0.068181818181818,0.333333333333333,0.333333333333333
0,0,2,4,4,0,41,12,2,4,23,20,0.476190476190476,0,0,36,33,1,0,119,45,23,1,301,1,0.666666666666667,0.6,0.4,0.666666666666667,0,0.4,0,1,0.2,0.166666666666667,0,0.4,0,0.416666666666667,0.115107913669065,0.4,0.4
0,0,5,2,3,1,38,15,8,3,53,16,0.615384615384615,0,0,7,9,0,0,35,18,6,1,110,1,1,0.166666666666667,0.5,1,1,0.333333333333333,0.166666666666667,1,0.166666666666667,0.714285714285714,0,0.666666666666667,0,1,0.506172839506173,0.333333333333333,1
0,0,2,5,0,0,18,7,1,3,30,7,0.466666666666667,0,0,6,6,1,0,33,12,3,4,89,1,1,0.25,0.25,0.5,0,0.25,0,1,0.25,1,0.166666666666667,0.25,0.25,1,0.421052631578947,0.25,1
0,0,5,16,2,1,62,24,3,8,181,18,0.692307692307692,0,0,6,6,1,0,33,12,3,4,89,1,1,0.2,0.2,1,0.666666666666667,0.2,0.2,1,0.2,1,1,0.2,0.2,0,0,0,0
0,0,0,3,0,1,24,9,0,5,54,9,0.529411764705882,0,0,6,6,1,0,33,12,3,4,89,1,0.5,0.25,0.5,0,0,0,0,1,0.25,0,0,0,0,0.435897435897436,0,0.75,0
0,0,1,9,1,1,33,14,0,4,111,11,0.578947368421053,0,0,6,6,1,0,33,12,3,4,89,1,1,0.333333333333333,0.333333333333333,0,0,0,0,1,0.333333333333333,1,0,0.333333333333333,0,0.606060606060606,0,1,0
0,0,0,1,0,0,6,3,0,1,14,4,0.235294117647059,0,0,10,9,1,6,54,21,7,3,94,1,0,0.666666666666667,0,0,0,0,0,1,0.333333333333333,0,0,0,0,0.175438596491228,0,1,0
0,0,0,1,0,0,6,3,0,1,14,4,0.235294117647059,0,0,10,9,1,6,54,21,7,3,94,1,0,0.666666666666667,0,0,0,0,0,1,0.333333333333333,0,0,0,0,0.175438596491228,0,1,0
0,0,0,1,0,0,6,3,0,1,14,4,0.235294117647059,0,0,10,9,1,6,54,21,7,3,94,1,0,0.666666666666667,0,0,0,0,0,1,0.333333333333333,0,0,0,0,0.175438596491228,0,1,0
0,1,7,16,2,0,56,24,2,7,144,26,0.270833333333333,0,0,29,70,15,8,238,70,2,11,366,1,1,0.25,0.5,1,0,0.25,0,1,0.25,0.666666666666667,0.25,0.25,0.25,1,0,0.25,0
0,0,0,7,4,3,66,28,2,6,107,21,0.123529411764706,1,1,68,84,16,9,456,121,22,21,722,1,1,0.5,0.25,1,0,0.125,0,1,0.125,0,0,0,0,0.073529411764706,0,0.5,0
0,0,0,7,4,3,66,28,2,6,107,21,0.344262295081967,0,0,16,19,5,4,122,38,7,4,195,1,1,0.5,0.25,1,0,0.125,0,1,0.125,0,0,0,0,0.166666666666667,0,0.5,0
0,0,5,18,0,1,74,31,7,5,153,17,0.566666666666667,0,0,7,13,3,1,51,19,5,3,109,1,1,0.333333333333333,0.333333333333333,1,0,0.666666666666667,0,1,0.333333333333333,1,0.428571428571429,0.333333333333333,0.333333333333333,1,0.571428571428571,0.666666666666667,0.666666666666667
0,0,0,10,0,0,39,11,0,1,67,13,0.220338983050847,4,0,1,49,4,3,169,61,0,12,200,0.34375,0,0.916666666666667,0,0,0,0,0,1,0.083333333333333,0,0,0,0,0.484848484848485,0.346938775510204,0.666666666666667,1
0,0,0,5,0,0,19,6,0,1,32,8,0.533333333333333,0,0,5,10,0,0,30,13,3,2,51,0.5,0,0.857142857142857,0,0,0,0,0,1,0.142857142857143,0,0,0,0,0.857142857142857,0.513513513513513,0.428571428571429,1
0,0,0,14,0,0,55,15,0,1,95,17,0.515151515151515,0,0,6,30,0,0,70,32,4,2,145,0.5,0,0.9375,0,0,0,0,0,1,0.0625,0,0,0,0,0.96,0.46,0.75,1
0,0,0,6,0,0,18,2,0,1,24,4,0.2,0,0,1,19,1,0,49,20,0,3,83,0.153846153846154,0,0.666666666666667,0,0,0,0,0,1,0.333333333333333,0,0,0,0,0.666666666666667,0.175,0.333333333333333,1
0,0,12,57,36,14,330,113,0,23,465,132,0.835443037974684,0,0,12,32,4,0,103,33,0,5,189,1,1,0.6,0.08,0,0,0,0,1,0.04,1,0.25,0.04,0.04,1,0,1,0
0,0,3,24,8,2,115,46,3,13,237,43,0.781818181818182,0,0,3,14,0,0,49,23,4,5,88,1,1,0.333333333333333,0.333333333333333,1,0,0.333333333333333,0,1,0.333333333333333,1,0.5,0.333333333333333,0.333333333333333,1,0.931034482758621,0.333333333333333,1
0,0,3,24,8,2,115,46,3,13,237,43,0.651515151515152,0,0,6,24,1,0,110,49,5,11,170,1,1,0.333333333333333,0.333333333333333,1,0,0.333333333333333,0,1,0.333333333333333,1,0.25,0.333333333333333,0.333333333333333,1,1,0.333333333333333,0.333333333333333
1,0,1,6,3,4,64,30,2,8,74,25,0.520833333333333,0,0,6,24,1,0,110,49,5,11,170,1,0.5,0.5,0.166666666666667,1,0,0.166666666666667,0,1,0.166666666666667,0.25,0,0.166666666666667,0,0.5,0.413793103448276,0.166666666666667,0.333333333333333
0,0,1,8,4,2,41,16,0,3,90,17,0.53125,0,0,3,41,0,0,101,41,0,1,279,1,1,0.666666666666667,0.333333333333333,0,0,0,0,1,0.333333333333333,1,0,0.333333333333333,0,1,0,1,0
0,0,1,8,0,0,27,11,2,2,66,16,0.533333333333333,0,0,3,8,0,0,29,11,4,2,52,1,0.5,0.2,0.4,0.5,0,0.2,0,1,0.2,0.5,0,0.2,0,1,0.6,0.2,0.6
1,0,2,4,1,1,29,9,2,2,47,9,0.391304347826087,0,0,1,8,0,0,27,11,2,2,63,1,0,0.4,0,1,0,0.4,0,1,0.2,1,0,0.4,0,1,0,0.6,0
1,0,2,4,1,1,29,9,2,2,47,9,0.391304347826087,0,0,3,8,0,0,29,11,4,2,52,1,0,0.4,0,1,0,0.4,0,1,0.2,1,0,0.4,0,1,0,0.6,0
0,0,10,19,7,4,108,44,10,7,210,32,0.695652173913043,0,0,4,7,4,1,52,15,1,2,101,1,1,0.25,0.333333333333333,1,0.5,0.083333333333333,0.083333333333333,1,0.333333333333333,1,0.727272727272727,0.166666666666667,0.583333333333333,1,0.623376623376623,0.083333333333333,0.833333333333333
0,0,1,1,1,0,16,5,1,1,33,6,0.3,0,0,4,7,4,1,52,15,1,2,101,1,0,0.333333333333333,0,1,0,0.333333333333333,0,1,0.333333333333333,0.25,0,0.333333333333333,0,0.190476190476191,0,1,0
0,0,1,1,1,0,16,5,1,1,33,6,0.166666666666667,0,0,10,19,7,4,102,44,10,7,204,1,0,0.333333333333333,0,1,0,0.333333333333333,0,1,0.333333333333333,0.125,0,0.333333333333333,0,0.096385542168675,0,1,0
0,0,8,3,1,3,36,8,8,0,41,7,0.333333333333333,0,0,15,6,0,5,48,14,9,0,56,1,0,0.25,0,1,0,0.25,0,1,0.25,0.533333333333333,0,1,0,1,0.5,0.25,0.75
0,0,5,3,0,1,32,9,5,0,48,14,0.5,0,0,10,3,2,4,51,20,10,3,55,1,0,1,0,1,0,1,0,1,0.333333333333333,1,0,1,0,1,0.537037037037037,0.333333333333333,1
0,0,2,23,7,2,125,62,21,10,199,45,0.818181818181818,0,0,19,10,3,1,53,18,11,1,104,1,1,0.4,0.2,1,1,0.2,0.2,1,0.2,0.125,0,0.2,0,0.6,0,0.2,0
0,0,4,1,1,1,17,4,3,0,19,6,0.214285714285714,0,0,12,19,5,0,80,23,12,1,154,1,1,0.666666666666667,0.333333333333333,1,1,0.666666666666667,0.333333333333333,1,0.333333333333333,0.307692307692308,0,1,0,0.555555555555556,0.194029850746269,0.666666666666667,1
0,0,4,1,1,1,17,4,3,0,19,6,0.214285714285714,0,0,12,19,5,0,80,23,12,1,154,1,1,0.666666666666667,0.333333333333333,1,1,0.666666666666667,0.333333333333333,1,0.333333333333333,0.307692307692308,0,1,0,0.555555555555556,0.194029850746269,0.666666666666667,1
0,0,1,6,0,0,17,9,4,0,32,6,0.4,0,0,2,9,0,0,29,17,8,1,56,1,0.416666666666667,0.2,1,1,0,0.2,0,1,0.2,1,0,0.2,0,0.407407407407407,0,1,0
0,0,1,6,0,0,17,9,4,0,34,6,0.428571428571429,0,0,0,8,0,0,24,15,7,1,44,1,0.454545454545455,0.2,1,1,0,0.2,0,1,0.2,1,0,0.2,0,1,0.478260869565217,0.2,1
0,0,1,9,2,0,62,26,0,5,96,28,0.8,0,0,14,3,2,3,43,15,13,0,79,1,0,1,0,0,0,0,0,1,0.333333333333333,1,0,0.333333333333333,0,1,0.303571428571429,0.333333333333333,1
0,0,2,1,1,0,23,8,1,3,7,9,0.642857142857143,0,0,3,3,1,0,17,7,2,1,16,1,0,0.333333333333333,0,1,0,0.333333333333333,0,1,0.333333333333333,0.5,0,0.333333333333333,0,0.466666666666667,0,0.333333333333333,0
0,0,3,3,1,0,20,7,2,1,16,7,0.35,0,0,4,5,2,0,41,17,2,5,30,1,0.75,0.5,0.75,1,0,0.5,0,1,0.25,0.6,0,0.75,0,0.545454545454545,0,0.75,0
0,0,3,3,3,1,78,31,2,5,11,20,0.487804878048781,1,0,11,6,3,3,79,29,6,8,33,1,1,0.25,0.25,1,0,0.25,0,1,0.25,1,0.222222222222222,0.25,0.5,1,0.3,0.25,1
0,0,1,2,1,0,17,6,1,2,22,8,0.571428571428571,0,0,1,6,0,0,26,12,0,6,45,1,0.166666666666667,0.666666666666667,0.333333333333333,1,0,0.333333333333333,0,1,0.333333333333333,1,0,0.333333333333333,0,1,0.423076923076923,0.333333333333333,0.666666666666667
0,0,2,1,3,4,31,14,0,2,55,14,0.482758620689655,0,0,9,10,5,0,41,15,4,0,94,1,1,0.6,0.2,0,0,0,0,1,0.2,1,0,0.2,0,1,0,0.4,0
0,0,2,5,1,3,50,22,1,6,56,17,0.566666666666667,0,0,12,8,1,6,62,25,11,2,96,1,1,0.5,0.25,1,0,0.25,0,1,0.25,0.181818181818182,0,0.25,0,1,0.863636363636364,0.25,1
0,0,4,11,1,1,54,22,0,8,149,16,0.551724137931034,0,0,12,8,1,6,62,25,11,2,96,1,0.461538461538462,0.75,0.5,0,0,0,0,1,0.25,1,0,0.25,0,1,0,0.25,0
0,0,2,20,6,13,134,56,1,14,187,50,0.454545454545455,0,0,9,53,9,7,207,85,0,19,641,1,1,0.142857142857143,0.142857142857143,1,0,0.142857142857143,0,1,0.142857142857143,1,0,0.142857142857143,0,1,0.777777777777778,0.142857142857143,0.571428571428571
0,0,1,16,5,3,61,23,0,3,194,21,0.259259259259259,0,0,9,53,9,7,207,85,0,19,641,1,1,0.333333333333333,0.333333333333333,0,0,0,0,1,0.333333333333333,0.333333333333333,0,0.333333333333333,0,0.521739130434783,0.515151515151515,0.333333333333333,1
0,0,16,9,5,5,101,42,13,5,210,25,0.694444444444444,0,0,1,13,2,0,53,19,0,4,136,1,0.75,0.125,0.25,1,1,0.125,0.125,1,0.125,1,1,0.125,0.125,1,0.916666666666667,0.125,0.5
0,0,5,5,3,3,65,24,4,4,151,19,0.791666666666667,0,0,1,5,1,0,20,9,0,2,60,1,0,0.25,0,1,1,0.25,0.25,1,0.25,1,0,0.25,0,1,0.893617021276596,0.25,0.75
0,0,4,4,0,4,24,8,4,0,38,5,0.5,0,0,0,2,1,0,10,4,0,1,20,1,0,0.25,0,1,0,0.25,0,1,0.5,1,0,1,0,1,0.695652173913043,0.5,1
0,0,3,15,5,1,62,25,2,7,128,24,0.289156626506024,1,0,17,56,7,7,238,85,11,21,339,1,0.5,0.5,0.75,1,0,0.25,0,1,0.5,1,0,0.25,0,1,0,0.25,0
0,0,6,4,3,0,38,10,3,2,46,13,0.342105263157895,0,0,28,27,6,0,106,12,2,5,144,1,1,0.333333333333333,0.5,1,0,0.333333333333333,0,1,0.166666666666667,0.666666666666667,0.16,0.333333333333333,0.5,1,0.43859649122807,0.166666666666667,1
0,0,5,1,0,4,24,5,5,0,28,6,0.545454545454545,0,0,7,5,1,2,21,6,6,0,40,1,0,0.2,0,1,0,0.2,0,1,0.2,0.454545454545455,0,1,0,0.5,0,0.6,0
0,0,10,5,5,5,68,21,5,1,88,18,0.818181818181818,0,0,5,4,0,0,26,6,1,4,42,1,1,0.857142857142857,0.142857142857143,1,0,0.142857142857143,0,1,0.142857142857143,1,0,0.714285714285714,0,0.714285714285714,0.688311688311688,0.714285714285714,1
0,0,10,11,2,1,69,20,8,3,113,18,0.692307692307692,0,0,3,3,2,0,23,8,3,3,40,1,0.5,0.4,0.2,1,0,0.4,0,1,0.2,1,0.8,0.2,0.6,1,0.925925925925926,0.4,0.8
0,0,2,2,1,0,15,6,1,1,24,7,0.291666666666667,0,0,10,23,0,0,61,22,2,2,100,1,1,0.5,0.25,1,0,0.25,0,1,0.25,1,0.142857142857143,0.25,0.25,0.259259259259259,0.245901639344262,0.5,1
0,0,3,7,1,1,28,8,0,2,32,13,0.361111111111111,0,0,12,26,2,1,78,28,4,2,115,1,0.5,0.333333333333333,0.333333333333333,0,0,0,0,1,0.333333333333333,0.3,0,0.666666666666667,0,1,0.303030303030303,0.333333333333333,0.666666666666667
0,0,8,4,1,0,29,9,7,1,36,7,0.08974358974359,0,0,30,45,20,0,224,86,15,8,539,1,0,0.5,0,1,0,0.5,0,1,0.25,1,0,0.75,0,1,0.146853146853147,0.5,0.75
0,0,6,5,0,1,36,12,5,2,55,7,0.368421052631579,1,0,19,8,0,0,87,38,17,8,152,1,1,0.75,0.25,1,1,0.75,0.25,1,0.25,1,0,0.75,0,0.25,0,0.25,0
0,0,5,3,1,0,27,9,3,1,63,12,0.5,1,0,19,8,0,0,87,38,17,8,152,1,1,0.5,0.25,1,0,0.25,0,1,0.25,1,0.166666666666667,0.25,0.5,1,0.173469387755102,0.5,0.75
0,0,4,5,1,0,35,13,6,1,40,7,0.538461538461538,0,0,5,8,1,0,39,18,7,1,77,1,0.4,0.75,0.5,1,0.4,0.5,0.5,1,0.5,0.75,0.333333333333333,0.5,0.25,0.53125,0.333333333333333,1,0.25
0,0,10,5,2,0,40,15,10,0,76,10,0.769230769230769,0,0,1,3,0,0,9,5,0,0,38,1,0.625,0.2,1,1,0,0.2,0,1,0.2,1,1,0.8,0.8,1,0,0.4,0
0,0,6,3,0,3,24,9,6,0,42,4,0.307692307692308,0,0,0,6,0,0,18,9,0,1,42,1,0,0.333333333333333,0,1,0,0.333333333333333,0,1,0.333333333333333,1,0,1,0,1,0.363636363636364,1,1
0,0,2,9,0,0,32,11,2,3,76,11,0.44,0,0,2,14,0,0,65,32,5,10,161,1,0.375,0.25,0.5,1,0,0.25,0,1,0.25,1,0.5,0.25,0.25,0.857142857142857,0,1,0
0,0,3,10,1,0,26,7,1,1,58,6,0.107142857142857,0,0,12,40,8,6,152,54,7,11,198,1,0.8,0.333333333333333,0.666666666666667,1,0,0.333333333333333,0,1,0.666666666666667,0.6,0,1,0,1,0,0.666666666666667,0
0,0,6,33,9,0,98,32,3,7,159,42,0.777777777777778,0,0,7,11,0,0,40,14,1,7,99,1,1,0.5,0.25,1,1,0.25,0.125,1,0.5,1,0.333333333333333,0.125,0.125,0.875,0.571428571428571,0.625,0.375
0,0,5,35,8,0,107,29,2,1,261,26,0.666666666666667,0,0,10,20,1,2,71,26,4,4,137,1,1,0.111111111111111,0.111111111111111,1,0,0.111111111111111,0,1,0.111111111111111,1,1,0.222222222222222,0.111111111111111,1,1,0.222222222222222,0.111111111111111
0,0,3,3,0,0,13,4,1,1,11,4,0.444444444444444,0,0,5,6,1,0,25,10,5,1,38,1,1,0.666666666666667,0.333333333333333,0.2,0,0.333333333333333,0,1,0.333333333333333,1,0,0.333333333333333,0,0.666666666666667,0,0.333333333333333,0
