NUM_CONDITIONAL,NUM_SWITCH,NUM_TYPE_ACCESS,NUM_INVOCATION,NUM_IF,NUM_ASSIGN,NUM_TYPED_ELEMENTS,NUM_VAR_ACCESS,NUM_FIELD_ACCESS,NUM_LOCAL,NUM_PACKAGE,NUM_LOC,LOC_RATIO,CON_LOC,CON_ASSERT,CON_CONDITIONAL,CON_SWITCH,CON_TYPE_ACCESS,CON_INVOCATION,CON_IF,CON_ASSIGN,CON_TYPED_ELEMENTS,CON_VAR_ACCESS,CON_FIELD_ACCESS,CON_LOCAL,CON_PACKAGE,VAR_ACCESS_COUPLING,VAR_ACCESS_COUPLING_2,VAR_ACCESS_COHESION,VAR_ACCESS_COHESION_2,FIELD_ACCESS_COUPLING,FIELD_ACCESS_COUPLING_2,FIELD_ACCESS_COHESION,FIELD_ACCESS_COHESION_2,INVOCATION_COUPLING,INVOCATION_COHESION,TYPE_ACCESS_COUPLING,TYPE_ACCESS_COUPLING_2,TYPE_ACCESS_COHESION,TYPE_ACCESS_COHESION_2,PACKAGE_COUPLING,PACKAGE_COUPLING_2,PACKAGE_COHESION,PACKAGE_COHESION_2
0,0,2,2,0,0,6,2,0,0,11,3,1,0,0,0,0,2,1,0,0,5,2,1,0,9,1,0,0.5,0,0,0,0,0,1,0.5,0.666666666666667,0,1,0,0.857142857142857,0,1,0
5,0,12,15,2,2,111,39,8,5,76,18,1.2,0,0,0,0,1,1,0,0,5,2,0,0,10,1.5,1,0.538461538461538,0.307692307692308,1,1,0.384615384615385,0.076923076923077,1,0.076923076923077,1.125,1,0.538461538461538,0.076923076923077,1.14634146341463,0,0.846153846153846,0
0,0,1,1,0,0,6,1,0,0,11,6,0.545454545454545,5,0,0,0,1,4,0,0,21,8,1,3,13,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0.857142857142857,1,1
0,0,3,3,0,0,12,3,2,0,19,3,0.136363636363636,20,0,0,0,6,11,1,1,37,13,4,1,68,0.5,0.2,0.5,0.5,0.5,0,0.5,0,1,0.5,0.428571428571429,0,1,0,0,0,0,0
0,0,0,2,1,0,13,6,1,1,36,6,0.088235294117647,66,0,0,0,10,77,9,1,249,91,4,15,528,1,0,0.333333333333333,0,0.25,0,0.333333333333333,0,1,0.333333333333333,0,0,0,0,1,0.444444444444444,0.333333333333333,0.333333333333333
0,0,36,38,6,11,206,63,19,4,279,43,0.069918699186992,55,0,0,0,115,33,0,29,370,112,98,3,378,1,0.083333333333333,0.166666666666667,0.1,0.083333333333333,0,0.1,0,1,0.033333333333333,0.666666666666667,0.078212290502793,0.066666666666667,0.466666666666667,0.083333333333333,0.074766355140187,0.1,0.266666666666667
0,0,3,5,0,0,20,6,0,2,45,9,0.9,1,0,0,0,3,2,0,0,12,3,0,0,28,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1
0,0,2,4,1,0,14,4,0,0,19,10,0.666666666666667,8,0,0,0,4,4,1,2,31,9,1,3,17,1,0.5,0.5,1,0,0,0,0,1,0.5,1,0,0.5,0,1,0.789473684210526,0.5,0.5
0,0,4,1,0,1,23,8,5,1,31,9,1,0,0,0,0,2,1,0,0,4,1,1,0,7,1,0,1,0,1,0,1,0,1,1,0.8,0,1,0,1,0.956521739130435,1,1
0,0,15,13,6,2,97,25,5,7,141,33,1,7,0,0,0,2,2,2,2,19,7,0,1,33,1,1,0.5,0.5,1,0,0.5,0,1,0.5,1,1,0.5,0.5,1,1,0.5,0.5
